       DATE:  7/11/2013  
  RUN START:   2476    RUN FINISH:     2499 
REF1 =  1 REF2 = 5   REF3 = 8    
Events 10000
HV  Shelf TDC stat.  TDC cable  Chamber   LV THR
1  1 1  1  RE43-CERN051   1 230
4  4 4  4  RE43-CERN050   4 230
5  5 5  5  RE43-CERN053   5 230
6  6 6  6  RE43-CERN055   6 230
7  7 7  7  RE43-CERN056   10 230
8  8 8  8  RE43-CERN020   8 230
RUN  HV TRG  RUN HV TRG  RUN HV TRG
2476  8600 DOUBLE  2484 8600 TOP  2492 8600 BOT
2477  8800 DOUBLE  2485 8800 TOP  2493 8800 BOT
2478  9000 DOUBLE  2486 9000 TOP  2494 9000 BOT
2479  9200 DOUBLE  2487 9200 TOP  2495 9200 BOT
2480  9400 DOUBLE  2488 9400 TOP  2496 9400 BOT
2481  9600 DOUBLE  2489 9600 TOP  2497 9600 BOT
2482  9800 DOUBLE  2490 9800 TOP  2498 9800 BOT
2483  10000 DOUBLE  2491 10000 TOP  2499 10000 BOT
