       DATE:  6/7/2013  
  RUN START:   2046    RUN FINISH:     2069 
REF1 =  1 REF2 = 4   REF3 = 7    
Events 10000
HV  Shelf TDC stat.  TDC cable  Chamber   LV THR
1  1 1  1  RE43-CERN025   1 240
2  2 2  2  RE43-CERN040   2 230
4  4 4  4  RE43-CERN043   3 230
5  5 5  5  RE43-CERN042   4 230
7  7 7  7  RE43-CERN041   5 230
8  8 8  8  RE43-CERN004   6 240
RUN  HV TRG  RUN HV TRG  RUN HV TRG
2046  8600 DOUBLE  2054 8600 TOP  2062 8600 BOT
2047  8800 DOUBLE  2055 8800 TOP  2063 8800 BOT
2048  9000 DOUBLE  2056 9000 TOP  2064 9000 BOT
2049  9200 DOUBLE  2057 9200 TOP  2065 9200 BOT
2050  9400 DOUBLE  2058 9400 TOP  2066 9400 BOT
2051  9600 DOUBLE  2059 9600 TOP  2067 9600 BOT
2052  9800 DOUBLE  2060 9800 TOP  2068 9800 BOT
2053  10000 DOUBLE  2061 10000 TOP  2069 10000 BOT
